story_id,level,chapter,theme_index,idea,shlokas,age_hint,verse_summaries_en,verse_summaries_te
"sk7_03","seekers","7","3","surrender to the Supreme","7.14, 7.15, 7.16","8-10 years (deeper, can mention Arjuna/Krishna)","7.14: (a) For this divine Maya or Mine, consisting of the three Gunas (assumed for purposes of sport), is hard to overcome. ৷৷ (b) ৷৷ But those who take refuge in Me alone shall pass beyond the Maya. | 7.15: The evil-doers, the foolish, the lowest of men, those persons deprived of knowledge by delusion (Maya) and those who are dominated by a demoniac nature - they do not seek refuge in Me. | 7.16: Four types of men of good deeds worship Me, O Arjuna: the distressed, the seekers of knowledge, the seekers of wealth, and the men of knowledge.","7.14: (a) For this divine Maya or Mine, consisting of the three Gunas (assumed for purposes of sport), is hard to overcome. ৷৷ (b) ৷৷ But those who take refuge in Me alone shall pass beyond the Maya. | 7.15: The evil-doers, the foolish, the lowest of men, those persons deprived of knowledge by delusion (Maya) and those who are dominated by a demoniac nature - they do not seek refuge in Me. | 7.16: Four types of men of good deeds worship Me, O Arjuna: the distressed, the seekers of knowledge, the seekers of wealth, and the men of knowledge."
"sk7_04","seekers","7","4","material and spiritual energy","7.17, 7.18, 7.19","8-10 years (deeper, can mention Arjuna/Krishna)","7.17: Of these, the man of knowledge, who is ever with Me in Yoga and devoted to the One only, is the foremost; for I am very dear to the man of knowledge, and he is also dear to Me. | 7.18: All these are indeed generous, but I deem the man of knowledge to be My very self; for he, integrated, is devoted solely to Me as the highest end. | 7.19: At the end of many births, the man of knowledge finds refuge in Me, realizing that 'Vasudeva is all.' It is very difficult to find such a great-souled person.","7.17: Of these, the man of knowledge, who is ever with Me in Yoga and devoted to the One only, is the foremost; for I am very dear to the man of knowledge, and he is also dear to Me. | 7.18: All these are indeed generous, but I deem the man of knowledge to be My very self; for he, integrated, is devoted solely to Me as the highest end. | 7.19: At the end of many births, the man of knowledge finds refuge in Me, realizing that 'Vasudeva is all.' It is very difficult to find such a great-souled person."
"sk7_05","seekers","7","5","four kinds of seekers","7.20, 7.21","8-10 years (deeper, can mention Arjuna/Krishna)","7.20: Controlled by their inherent nature, and deprived of knowledge by various desires, worldly-minded people resort to other gods, observing various disciplines. | 7.21: Whichever devotee seeks to worship with faith whatever form, I make their faith steadfast.","7.20: Controlled by their inherent nature, and deprived of knowledge by various desires, worldly-minded people resort to other gods, observing various disciplines. | 7.21: Whichever devotee seeks to worship with faith whatever form, I make their faith steadfast."
"sk7_06","seekers","7","6","surrender to the Supreme","7.23, 7.24","8-10 years (deeper, can mention Arjuna/Krishna)","7.23: But the fruit gained by these men of small understanding is limited. The worshippers of the gods will go to the gods, but My devotees will come to Me. | 7.24: Not knowing My higher, immutable, and unsurpassed nature, the ignorant think of Me as an entity that has now become manifest, though I was previously unmanifest.","7.23: But the fruit gained by these men of small understanding is limited. The worshippers of the gods will go to the gods, but My devotees will come to Me. | 7.24: Not knowing My higher, immutable, and unsurpassed nature, the ignorant think of Me as an entity that has now become manifest, though I was previously unmanifest."
"sk7_07","seekers","7","7","material and spiritual energy","7.27, 7.28","8-10 years (deeper, can mention Arjuna/Krishna)","7.27: O Arjuna, all beings are deluded as soon as they are born, due to the delusion of the pairs of opposites springing from desire and hate. | 7.28: But those who have done good deeds, whose sins have come to an end, are freed from the delusion of the pairs of opposites. They steadfastly worship Me, adhering to their vows.","7.27: O Arjuna, all beings are deluded as soon as they are born, due to the delusion of the pairs of opposites springing from desire and hate. | 7.28: But those who have done good deeds, whose sins have come to an end, are freed from the delusion of the pairs of opposites. They steadfastly worship Me, adhering to their vows."
"sk7_08","seekers","7","8","four kinds of seekers","7.29, 7.30","8-10 years (deeper, can mention Arjuna/Krishna)","7.29: Those who take refuge in Me and strive for deliverance from old age and death, know Brahman (or the Self) and all about the nature of that Self, and the entire Karma (or activities leading to rebirth). | 7.30: And those who know Me with the Adhibhuta, Adhidaiva, and Adhiyajna, they too, with their minds fixed in meditation, know Me even at the hour of death.","7.29: Those who take refuge in Me and strive for deliverance from old age and death, know Brahman (or the Self) and all about the nature of that Self, and the entire Karma (or activities leading to rebirth). | 7.30: And those who know Me with the Adhibhuta, Adhidaiva, and Adhiyajna, they too, with their minds fixed in meditation, know Me even at the hour of death."
"sk7_09","seekers","7","9","surrender to the Supreme","7.1, 7.3","8-10 years (deeper, can mention Arjuna/Krishna)","7.1: The Lord said, ""With your mind focused on Me, taking Me as your support, and practicing yoga—how can you, without doubt, know Me fully? Hear, O Arjuna."" | 7.3: Among thousands of men, some strive for perfection; even among those who strive for perfection, only some know Me; and among those who know Me, only some truly know Me.","7.1: The Lord said, ""With your mind focused on Me, taking Me as your support, and practicing yoga—how can you, without doubt, know Me fully? Hear, O Arjuna."" | 7.3: Among thousands of men, some strive for perfection; even among those who strive for perfection, only some know Me; and among those who know Me, only some truly know Me."
"s8_01","seeds","8","1","remembering what lasts","8.5, 8.6","5-7 years (simple school/home analogies)","8.5: And at the time of death, anyone who departs, giving up the body while thinking of Me alone, attains My state; there is no doubt about this. | 8.6: O son of Kunti, thinking of any entity, whichever it may be, one gives up the body at the end; he attains that very one, having been always engrossed in its ...","8.5: And at the time of death, anyone who departs, giving up the body while thinking of Me alone, attains My state; there is no doubt about this. | 8.6: O son of Kunti, thinking of any entity, whichever it may be, one gives up the body at the end; he attains that very one, having been always engrossed in its ..."
"s8_02","seeds","8","2","thoughts at important moments","8.7, 8.8","5-7 years (simple school/home analogies)","8.7: Therefore, think of Me at all times and fight; there is no doubt that by dedicating your mind and intellect to Me, you will attain only Me. | 8.8: O son of Prtha, by meditating with a mind engaged in the yoga of practice and not straying away to anything else, one reaches the supreme Person existing in ...","8.7: Therefore, think of Me at all times and fight; there is no doubt that by dedicating your mind and intellect to Me, you will attain only Me. | 8.8: O son of Prtha, by meditating with a mind engaged in the yoga of practice and not straying away to anything else, one reaches the supreme Person existing in ..."
"s8_03","seeds","8","3","discipline of practice","8.15, 8.16","5-7 years (simple school/home analogies)","8.15: As a result of reaching Me, the exalted ones who have attained the highest perfection do not get birth, which is an abode of sorrows and is impermanent. | 8.16: O Arjuna, all the worlds together with the world of Brahma are subject to return. But, O son of Kunti, there is no rebirth after reaching Me.","8.15: As a result of reaching Me, the exalted ones who have attained the highest perfection do not get birth, which is an abode of sorrows and is impermanent. | 8.16: O Arjuna, all the worlds together with the world of Brahma are subject to return. But, O son of Kunti, there is no rebirth after reaching Me."
"s8_04","seeds","8","4","remembering what lasts","8.20, 8.21","5-7 years (simple school/home analogies)","8.20: But distinct from that Unmanifested is the other eternal, unmanifest Reality, who does not get destroyed when all beings are destroyed. | 8.21: They call Him who has been mentioned as the Unmanifested, the Immutable, the supreme Goal. That is the supreme abode of Mine, from which they do not return o...","8.20: But distinct from that Unmanifested is the other eternal, unmanifest Reality, who does not get destroyed when all beings are destroyed. | 8.21: They call Him who has been mentioned as the Unmanifested, the Immutable, the supreme Goal. That is the supreme abode of Mine, from which they do not return o..."
"sk8_01","seekers","8","1","remembering what lasts","8.1, 8.2, 8.3","8-10 years (deeper, can mention Arjuna/Krishna)","8.1: Arjuna said, O Supreme Person, what is Brahman? What exists in the individual plane? What is action? What is said to exist in the physical plane? And what is said to exist in the divine plane? | 8.2: O Madhusudana, how is the entity existing in the sacrifice here in this body, and who is it? And how are You to be known by people of concentrated minds at the time of death? | 8.3: The Blessed Lord said, ""The Immutable is the supreme Brahman; selfhood is said to be the entity present in the individual plane. By action is meant the offerings that bring about the origin of existence of things.""","8.1: Arjuna said, O Supreme Person, what is Brahman? What exists in the individual plane? What is action? What is said to exist in the physical plane? And what is said to exist in the divine plane? | 8.2: O Madhusudana, how is the entity existing in the sacrifice here in this body, and who is it? And how are You to be known by people of concentrated minds at the time of death? | 8.3: The Blessed Lord said, ""The Immutable is the supreme Brahman; selfhood is said to be the entity present in the individual plane. By action is meant the offerings that bring about the origin of existence of things."""
